customerid,namestyle,title,firstname,middlename,lastname,suffix,companyname,salesperson,emailaddress,phone,passwordhash,passwordsalt,rowguid,modifieddate
30035,False,Ms.,Alice,M.,Steiner,None,Maintenance and Repair for Bicycles,adventure-works\jillian0,alice4@adventure-works.com,355-555-0180,6WWUM3/rogiNsZhr2QrAacB6N22U0ZWIgDs1/K05cpI=,4QdzKJI=,e8796105-7273-4288-a7f4-6a0ec7092b9b,2007-08-01 00:00:00
30036,False,Ms.,Liza Marie,N.,Stevens,None,Fitness Department Stores,adventure-works\shu0,lizamarie0@adventure-works.com,366-555-0110,Sapr4JrpchrNOsaFQvNr+C8KtCL9DgKHOdvYws7WrOM=,QvunVRs=,f98903d8-a633-4004-ad3b-c7ef0845616b,2007-08-01 00:00:00
30037,False,Mr.,Jim,None,Stewart,None,Famous Bike Shop,adventure-works\garrett1,jim5@adventure-works.com,226-555-0110,UhGiWqQH+ZqO4P2SIEQ4J9goCINUOyHBAttZ/+kJooA=,awRBGoA=,f1141256-0a49-42d0-af3d-5d3e0fe6c05e,2006-09-01 00:00:00
30039,False,Mr.,Robert,B.,Stotka,None,Gift and Toy Store,adventure-works\jillian0,robert12@adventure-works.com,493-555-0185,FT/8LOHiql36eAZLyTYZ2uqevgzDFxh6W9nVGmMmrhw=,M0RBO9w=,4ff665f4-4cbf-42ff-aede-f0f73775b094,2006-07-01 00:00:00
30040,False,Ms.,Kayla,M.,Stotler,None,Major Sporting Goods,adventure-works\linda3,kayla0@adventure-works.com,315-555-0131,iqikbQl8bEZb+ulQMP5FNBSjXL1grUcz4NTUP9GBmAQ=,ZqTw9GM=,e6d036b6-1faa-44c9-8aec-6c9433bebab3,2007-02-01 00:00:00
30042,False,Ms.,Ruby Sue,R.,Styles,None,Major Cycling,adventure-works\josé1,rubysue0@adventure-works.com,512-555-0122,y5SdWw1VGzybXaHVXTc7TQTKtr6N54cV+htK8Ehcr+E=,H8DZOb4=,a2b42e44-f4a3-4832-98f5-76bc1b928cf8,2005-08-01 00:00:00
30044,False,Mr.,Gary,J.,Suess,None,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,ba59c532-d2ba-4613-837f-893022f6e155,2006-08-01 00:00:00
30045,False,Ms.,Ruth,J.,Suffin,None,Bike Experts,adventure-works\pamela0,ruth2@adventure-works.com,924-555-0195,miUYjqbbeA6G0zx3zN+MFegYwr7MIqFBLBIHbcxnRhA=,H30Eu1I=,4c70024f-caf8-4349-9e00-435661769812,2006-08-01 00:00:00
30046,False,Ms.,Elizabeth,J.,Sullivan,None,Extraordinary Bike Works,adventure-works\jillian0,elizabeth4@adventure-works.com,306-555-0112,AURzT7TRCKKvm0AKkEPIhSIpt/3cDoZ1UtFixmM/7MU=,t31Ri34=,c84e8115-5454-4ff6-a6f6-5342a4a01b6c,2006-09-01 00:00:00
30047,False,Mr.,Michael,None,Sullivan,None,Valley Bicycle Distributors,adventure-works\shu0,michael24@adventure-works.com,323-555-0113,zeK7weuXbh2aNM2MR5WVlOvwCXgMuHuiecTgufohN+Y=,ic4F61g=,be9b7b8e-80ac-4ddd-a35b-4d70e3631aa2,2006-11-01 00:00:00
30048,False,Ms.,Marcia,J.,Sultan,None,Top Sports Supply,adventure-works\josé1,marcia0@adventure-works.com,613-555-0116,1EcI7xrTOArxMpieU6+v/pzf9gN7zS00aKQWROpwyyA=,eFbn7kk=,435c6a1b-180c-4e92-96aa-6e8cb6c769cd,2006-07-01 00:00:00
30050,False,Mr.,Krishna,None,Sunkammurali,None,Metropolitan Bicycle Supply,adventure-works\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,rKKXHEQ/Zb5Z596gCAMQepmJHLIzJy+BpJaz5GSv31c=,sEZH3m0=,2492e57f-c37b-4aeb-a038-c3f897111232,2006-09-01 00:00:00
30051,False,Mr.,Brad,None,Sutton,None,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,cba8a194-7d3a-45df-adda-4a4b6c8fcc95,2007-07-01 00:00:00
30052,False,Mr.,Abraham,L.,Swearengin,None,Wheel Gallery,adventure-works\shu0,abraham0@adventure-works.com,926-555-0136,CCZ7frrqKu31sPRuEGit5egtq9PHIW51qLxRTi/TAcY=,D5ohtJ8=,c8c9c968-f0c6-44b1-9d44-7e0aa9d39260,2005-07-01 00:00:00
30053,False,Ms.,Katherine,K.,Swan,None,Top Bike Market,adventure-works\garrett1,katherine1@adventure-works.com,421-555-0192,KP0aM3OevdwcZrEJTRWtCuCiSKfiPhktKN5FqHTnYhM=,yv8Jhf8=,6ed7e1b6-3749-485c-bfed-92ae1ca427b3,2007-09-01 00:00:00
30055,False,Ms.,Julie,None,Taft-Rider,None,Bicycle Lines Distributors,adventure-works\jillian0,julie1@adventure-works.com,145-555-0194,BQF73YAE2cFDpeWDP0v7uA0/ZGhGgw1xxiMQqe74r7I=,6ZebGOE=,d075a674-cac6-482e-bf78-5093ddbb23e7,2006-08-01 00:00:00
30056,False,Mr.,Clarence,R.,Tatman,None,Sparkling Paint and Finishes,adventure-works\linda3,clarence0@adventure-works.com,787-555-0128,266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=,kCUx/bc=,89324b36-4a2e-470c-823a-93d3c1e6f3b0,2005-08-01 00:00:00
30058,False,Mr.,Mike,M.,Taylor,None,Plastic Parts Company,adventure-works\garrett1,mike6@adventure-works.com,204-555-0189,3/sdWTV1ScxayLuSf0nc6Wbyci2VcabsIBhV/KlQyZ0=,abgBRtE=,0c873f42-b527-4a71-a793-5b20f566e1d0,2005-11-01 00:00:00
30061,False,Mr.,Chad,J.,Tedford,None,Big Cycle Mall,adventure-works\jillian0,chad1@adventure-works.com,588-555-0128,SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=,+apUSQU=,6d42ec9d-bbdc-4cee-af72-306a3bd800c2,2007-08-01 00:00:00
30063,False,Ms.,Vanessa,J.,Tench,None,Eighth Bike Store,adventure-works\shu0,vanessa0@adventure-works.com,785-555-0163,qnzSZKGLMJiDzrH9h5VfDojb/pTtQKfZNc7nW7qzQ90=,dPOi278=,2a6fc73a-ecaf-4e0c-be76-16c011a6e27d,2007-08-01 00:00:00
30064,False,Ms.,Judy,J.,Thames,None,Demand Distributors,adventure-works\david8,judy3@adventure-works.com,799-555-0118,BXs/jMkqmCMJn6V9vWS+iM7P+R0MGu2nmP4SLrJrYCg=,OSnERUk=,14e2ddf8-d5fa-4beb-a103-75bbf747f14d,2006-06-01 00:00:00
30067,False,Ms.,Phyllis,A.,Thomas,None,Red Bicycle Company,adventure-works\josé1,phyllis2@adventure-works.com,667-555-0112,hAXpzsxtYdB4R3XMc08m98BwHHvL0+J6J+y0u7B1ngg=,ycYA+jA=,67fcfc2c-8e14-45e7-b72d-2d4d7558c454,2005-07-01 00:00:00
30069,False,Mr.,Donald,M.,Thompson,None,Trendy Department Stores,adventure-works\shu0,donald1@adventure-works.com,273-555-0111,HfjBjq3HyrYM/vkKe/z2JUvmTeROuQWy7ntzIG/uTNk=,ke7sTgo=,ffe5de91-a621-482d-bd73-7d6b86db4f18,2007-09-01 00:00:00
30070,False,Ms.,Kendra,N.,Thompson,None,Vintage Sport Boutique,adventure-works\david8,kendra0@adventure-works.com,464-555-0188,dBvr8YSJ5D5BzBQ6uCOKmYVG2wDeIf97H4Jh3ePPYHM=,IS71rL8=,df8629b4-8a88-4979-9a0b-1390939662c0,2007-07-01 00:00:00
30071,False,Mr.,Daniel,P.,Thompson,None,Travel Sports,adventure-works\pamela0,daniel2@adventure-works.com,247-555-0197,DgTXKBbRFAv0jGUCn8yCPgnYQP1JhhVioFj9E1gXCS8=,jcMXc0w=,7632ab5e-b59a-48d9-bd6e-dbbc7fa58914,2007-09-01 00:00:00
30072,False,Ms.,Andrea,A.,Thomsen,None,West Side Mart,adventure-works\jae0,andrea1@adventure-works.com,1 (11) 500 555-0120,LDoJwsGCFLtxVdbdQBbN/to7zFF1skP+hWLrIrCxvAw=,NuexV8w=,9bbbddc1-8e1a-4edf-aa2f-a8abea78c940,2007-09-01 00:00:00
30074,False,Ms.,Yuping,None,Tian,None,Tenth Bike Store,adventure-works\josé1,yuping0@adventure-works.com,744-555-0123,dOvfJZgKHSk3OY2F/ZDzG76q7Vqtd3ogvi6tEW81U9E=,30pSFOQ=,55e89b26-c63c-435d-ab1a-99c96771493b,2005-08-01 00:00:00
30076,False,Ms.,Diane,None,Tibbott,None,Fun Times Club,adventure-works\shu0,diane5@adventure-works.com,847-555-0184,4G603WBKyHh8eHVBhhE9Fx0bYyHxSASUpUyJ5v5AG88=,br8PN50=,98b44e06-1ed0-47c0-8396-31ab241ee995,2005-08-01 00:00:00
30080,False,Ms.,Delia,B.,Toone,None,Wingtip Toys,adventure-works\david8,delia0@adventure-works.com,328-555-0192,UnSgG1XBHKmwMxg5VTpybLrsNrIqNTu91vgwbUeI10o=,k8iQbOY=,e092ffa5-31e5-471e-b2c5-653730617416,2007-09-01 00:00:00
30083,False,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\josé1,glenn0@adventure-works.com,907-555-0170,ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=,Vuzh1IE=,b55cb46c-7c76-4723-a120-daf3ca003009,2006-09-01 00:00:00
30087,False,Mr.,Billy,J.,Trent,None,Quick Parts and Service,adventure-works\garrett1,billy0@adventure-works.com,882-555-0115,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,a48662d5-c698-4048-9546-c562df2ac4e8,2007-09-01 00:00:00
30089,False,Mr.,Michael John,R.,Troyer,None,Thrifty Parts and Sales,adventure-works\linda3,michaeljohn0@adventure-works.com,308-555-0175,Gdklarx2tW1EtZEyrAUEIhhguzrFKVS4Bh3BdAsGngk=,HUE+JKI=,8d6af1e8-5082-4e5c-9f15-dfd04e64fd95,2007-09-01 00:00:00
30090,False,Ms.,Christie,J.,Trujillo,None,A Typical Bike Shop,adventure-works\jillian0,christie0@adventure-works.com,686-555-0180,VWZMnmAlCwxvJOjzebXyjCeFgHg6VcKqDb6g/BJXULc=,/tv9aHA=,76a81a79-27ac-4375-bb24-2a360b9471ee,2005-09-01 00:00:00
30093,False,Ms.,Phyllis,B.,Tuffield,None,Fasteners & Bolts Outlet,adventure-works\garrett1,phyllis3@adventure-works.com,277-555-0182,95PLNarmtKePNK2WYvZZ8U/arYSs9EJoBoh2P7GHCCs=,MLAW5PQ=,0f8fb794-1025-4bff-8219-2f19e09dc4ab,2007-08-01 00:00:00
30094,False,Mr.,Sairaj,None,Uddin,None,Quantity Discounts,adventure-works\linda3,sairaj1@adventure-works.com,767-555-0193,S71ozp3yMBzUJk7fj4M8SRU+dElVKuXvieJDpDOvVv8=,iKVyEt4=,091ce76c-504b-46b9-9bbc-924cdc0c7b8d,2006-08-01 00:00:00
30095,False,Mr.,Sunil,None,Uppal,None,Swift Cycles,adventure-works\jillian0,sunil0@adventure-works.com,184-555-0187,agm2RVYpEMjc+OpNxGG7gujHre5Wv8c+QcQgm6orG2I=,Yqlwc+g=,f4038305-63bc-4aad-861c-30583be7fde7,2005-08-01 00:00:00
30098,False,Ms.,Esther,K.,Valle,None,Large Bike Shop,adventure-works\garrett1,esther0@adventure-works.com,481-555-0131,70nGUIq7rO630L2/dv94XQ4HE2WWDpHISgy2OgtRANo=,HQA1TJE=,8ea3bf8e-37a9-439e-90ac-da1f8f8fa6f3,2006-07-01 00:00:00
30100,False,Mr.,Jessie,E.,Valerio,None,Wire Baskets and Parts,adventure-works\linda3,jessie0@adventure-works.com,103-555-0179,9EmEkovAOZzHdTYAXrsu3h3xgAvhMbHSs9Q8N+/CWao=,mgl/qso=,abc5d37c-0dab-42c0-aa94-3c688c6eae0e,2005-08-01 00:00:00
30102,False,Mr.,Roger,None,Van Houten,None,Sports Store,adventure-works\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,C0yLsx6zITh7lXoIPgG1bl1t5II3nx4GYi/RaS1yB84=,WnTAc/0=,0ee7e95d-f12d-4d0d-8c6e-c64a0dda719a,2006-12-01 00:00:00
30104,False,Ms.,Rose,M.,Vandenouer,None,Extended Tours,adventure-works\jae0,rose1@adventure-works.com,1 (11) 500 555-0140,X6Rw044/W0OFsOl+AJSD6WZFTsjbaCa3sn719STdi0Y=,tRFzZLs=,aa874cb8-c96f-44de-93bf-c1311238bd1d,2006-07-01 00:00:00
30105,False,Mr.,Gregory,T.,Vanderbout,Jr.,Convenient Sales and Service,adventure-works\pamela0,gregory1@adventure-works.com,684-555-0134,syI1UO2qeBH9g2tg2nu3DTejZc7OEShGw8jxOqXfATY=,FAw6ojc=,67ca966e-b20f-4230-b81c-42f0919d3ee6,2006-09-01 00:00:00
30106,False,Mr.,Michael,None,Vanderhyde,None,Solid Bike Parts,adventure-works\jillian0,michael25@adventure-works.com,918-555-0141,/upSM1yXqGCA1vtYL9IB/NcKFrE3cg7HvqSYGTsQprM=,uXetzTc=,ca0d950a-a3fe-41c6-9b1a-125a5002dafa,2005-09-01 00:00:00
30107,False,Ms.,Margaret,J.,Vanderkamp,None,Permanent Finish Products,adventure-works\shu0,margaret2@adventure-works.com,265-555-0143,TUk6pzHyHoA6CadqZKdfwfCKtp3f4RhQ07VWCDZDKIM=,osDZuYo=,ac07da4a-9fb0-4832-8219-5b6d43dd13d8,2005-08-01 00:00:00
30108,False,Ms.,Kara,N.,Vanderlinden,None,Mercantile Outlet,adventure-works\josé1,kara0@adventure-works.com,680-555-0160,grGra0LtVSrZMZySvhV+ggFwVRSDpwDd39a18q68CD0=,kc4E3DA=,a588ee77-50ee-445f-989b-e8dd9b31d587,2006-08-01 00:00:00
30109,False,Mr.,Nieves,J.,Vargas,II,Exhilarating Cycles,adventure-works\michael9,nieves0@adventure-works.com,371-555-0184,dG3/Y2fWXOAgE37z4Vj0K7ejAxDbv9M902ByQTjdng4=,/PSiwRg=,71f5e3bb-78bd-426f-b75a-eeb76dc21473,2006-07-01 00:00:00
30110,False,Mr.,Gary,T,Vargas,None,Exercise Center,adventure-works\shu0,gary6@adventure-works.com,112-555-0176,WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=,Zkv5OCw=,4460c7aa-fe06-4d56-98cb-6de6e050d73a,2006-09-01 00:00:00
30111,False,Mr.,Ranjit,Rudra,Varkey Chudukatil,None,Great Bicycle Supply,adventure-works\jillian0,ranjit1@adventure-works.com,810-555-0160,VTpXtJAiSxeJraHh5mkwwAsGYMllZYzsOBpb2cu8rrQ=,FNe76Vk=,d414d91f-8abe-47de-a576-ddd881e955dc,2005-08-01 00:00:00
30112,False,Ms.,Patricia,M.,Vasquez,None,Mail-Order Outlet,adventure-works\pamela0,patricia2@adventure-works.com,490-555-0132,v0bxLRLRKYxwN8fiORyJkpXaYZpCRhgfNNkwQnylFrE=,WTZFkow=,b2e90958-4a9b-40f9-a8d8-091600b856b2,2006-08-01 00:00:00
30113,False,Mr.,Raja,D.,Venugopal,None,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,lx5a4+AFGzH6mzjz6hpiR9scxbYGX8OcqFpv/cI6yFs=,hSwmBWk=,84975c44-dc82-49d3-bfc4-8f31b4c8e994,2006-09-01 00:00:00
30115,False,Ms.,Dora,P.,Verdad,None,Retreat Inn,adventure-works\josé1,dora0@adventure-works.com,155-555-0140,RgzxIE8hSY/z6iJnmDYMZWdJTQBRaWKI7UaZhAPhPxY=,jYD20wc=,e4cf8fd5-30a4-4b8e-8fd8-47032e255778,2006-08-01 00:00:00
30116,False,Ms.,Wanda,F.,Vernon,None,Technical Parts Manufacturing,adventure-works\shu0,wanda0@adventure-works.com,433-555-0168,hNQpZV8787KyeDWfllnZWzY+l8DFEYTnwoZZzYtusi0=,HDCU1Bk=,ec409609-d25d-41b8-9d15-a1aa6e89fc77,2007-07-01 00:00:00
30117,False,Mr.,Robert,R.,Vessa,None,Totes & Baskets Company,adventure-works\jillian0,robert13@adventure-works.com,560-555-0171,UWGC2U8F7AUNA2FuiT4agrBoxAFskHGQSxqP39B7zLQ=,iES3IZA=,6f08e2fb-1cd3-4f6e-a2e6-385669598b19,2005-08-01 00:00:00
30118,False,Ms.,Caroline,A.,Vicknair,None,World of Bikes,adventure-works\jillian0,caroline0@adventure-works.com,695-555-0158,U1/CrPqSzwLTtwgBehfpIl7f1LHSFpZw1qnG1sMzFjo=,QhHP+y8=,2495b4eb-fe8b-459e-a1b6-dba25c04e626,2006-09-01 00:00:00
